# CONCEPTICON
# Created by: QLC Research Group (M. Cysouw, V. Kirchhoff, S. Nicolai, N.  Müller, J.-M. List [rearrange and modify this order, I put me as last person, since I didn't do quite much, not to indicate that I'm some kind of a leader in this project])
# Created on: 2014-05-06 13:04
# Contact: <whatemailtousehere?>
OMEGA_WIKI	GLOSS	WOLD	POS
941734	turnip	8.99952	Noun
1510927	vetch	8.99953	Noun
458943	watermelon	8.99954	Noun
440217	whip	8.99955	Noun
352435	willow	8.99957	Noun
3414	woody shrub	8.99958	Noun
802681	yerba mate	8.99959	Noun
154737	grow	8.9996	Verb
1165666	pick	8.99961	Verb
5772	raise	8.99962	Verb
351006	do	9.11	Verb
339200	make	9.111	Verb
471303	work	9.12	Noun
961409	bend	9.14	Verb
6146	fold	9.15	Verb
844574	tie	9.16	Verb
1510931	untie	9.161	Verb
6665	chain	9.18	Noun
5465	rope	9.19	Noun
342406	knot	9.192	Noun
1510934	strike	9.21	Verb
6044	hit	9.21	Verb
6855	beat	9.21	Verb
1510937	pound	9.211	Verb
6043	cut	9.22	Verb
1510941	cut down	9.221	Verb
1329931	chop	9.222	Verb
6045	stab	9.223	Verb
5873	knife	9.23	Noun
5807	scissors	9.24	Noun
1510945	shears	9.24	Noun
333200	axe	9.25	Noun
333200	ax	9.25	Noun
1507412	adze	9.251	Noun
333586	break	9.26	Verb
160300	broken	9.261	Adjective
6048	split	9.27	Verb
704859	tear	9.28	Verb
1507419	skin	9.29	Verb
6062	rub	9.31	Verb
6070	wipe	9.311	Verb
1425791	stretch	9.32	Verb
6071	pull	9.33	Verb
1083572	spread out	9.34	Verb
1510949	hang up	9.341	Verb
842520	press	9.342	Verb
6017	squeeze	9.343	Verb
621011	pour	9.35	Verb
6069	wash	9.36	Verb
1466959	sweep	9.37	Verb
1501242	broom	9.38	Noun
5894	tool	9.422	Noun
447386	carpenter	9.43	Noun
7714	build	9.44	Verb
625688	bore	9.46	Verb
1101921	hollow out	9.461	Verb
876531	saw	9.48	Noun
6183	hammer	9.49	Noun
156863	nail	9.5	Noun
46	glue	9.56	Noun
430574	blacksmith	9.6	Noun
1507103	forge	9.61	Verb
6777	anvil	9.62	Noun
1421991	cast	9.63	Verb
5912	gold	9.64	Noun
3424	silver	9.65	Noun
761	copper	9.66	Noun
2024	iron	9.67	Noun
2119	lead	9.68	Noun
3780	tin	9.69	Noun
1510953	tinplate	9.69	Noun
1510957	potter	9.71	Noun
1507122	mould	9.72	Verb
1507122	mold	9.72	Verb
599	clay	9.73	Noun
1656	glass	9.74	Noun
1280854	weave	9.75	Verb
447700	plait/braid	9.75	Verb
6368	basket	9.76	Noun
1405241	mat	9.77	Noun
1507431	netbag	9.78	Noun
912239	fan	9.79	Noun
1510960	fan	9.791	Verb
1462598	carve	9.81	Verb
388881	sculptor	9.82	Noun
430779	statue	9.83	Noun
926391	chisel	9.84	Noun
1285089	boomerang	9.87	Noun
2709	paint	9.88	Noun
959903	paint	9.89	Verb
840722	draw water	9.9	Verb
1510964	peg	9.91	Noun
1507439	whetstone	9.93	Noun
1501251	barrel	9.99901	Noun
1510968	basketry	9.99902	Noun
7811	bucket	9.99903	Noun
467	cable	9.99904	Noun
389156	canvas sheet	9.99905	Noun
1012677	corrugated iron	9.99906	Noun
1393199	deck	9.99907	Noun
1501234	drill	9.99908	Noun
637005	file	9.99909	Noun
1717	harbour	9.9991	Noun
358355	harpoon	9.99911	Noun
5835	pencil	9.99915	Noun
155734	rust	9.99916	Noun
7726	sack	9.99917	Noun
1510974	scraper	9.99918	Noun
668359	slap	9.99921	Noun
1399469	spur	9.99922	Noun
1510977	string	9.99923	Noun
690122	cord	9.99923	Noun
1510981	trail	9.99924	Noun
4138	well	9.99925	Noun
1717	wharf	9.99926	Noun
7914	wheelbarrow	9.99927	Noun
155842	barbecue	9.99928	Noun
448880	close	9.99929	Verb
339931	draw	9.9993	Verb
1510985	dwell	9.99931	Verb
7092	go away	9.99932	Verb
839207	prepare	9.99934	Verb
1510989	smear	9.99936	Verb
475957	support	9.99938	Verb
343359	move	10.11	Verb
6526	turn	10.12	Verb
6055	turn around	10.13	Verb
483089	wrap	10.14	Verb
354681	roll	10.15	Verb
348656	drop	10.16	Verb
630856	rise	10.21	Verb
5772	raise	10.22	Verb
156785	lift	10.22	Verb
5622	fall	10.23	Verb
1510993	drip	10.24	Verb
6072	throw	10.25	Verb
335306	catch	10.252	Verb
839866	shake	10.26	Verb
961244	flow	10.32	Verb
349629	sink	10.33	Verb
6457	float	10.34	Verb
6050	swim	10.35	Verb
1235455	dive	10.351	Verb
1510997	splash	10.352	Verb
345774	sail	10.36	Verb
6052	fly	10.37	Verb
1375415	blow	10.38	Verb
1168231	crawl	10.41	Verb
1120420	kneel	10.412	Verb
1507443	crouch	10.413	Verb
5791	slide	10.42	Verb
5791	slip	10.42	Verb
7622	jump	10.43	Verb
500899	kick	10.431	Verb
8136	dance	10.44	Verb
6054	walk	10.45	Verb
1511001	limp	10.451	Verb
6323	run	10.46	Verb
334831	go	10.47	Verb
335553	go up	10.471	Verb
479387	climb	10.472	Verb
980418	go down	10.473	Verb
480460	go out	10.474	Verb
6056	come	10.48	Verb
159011	come back	10.481	Verb
7092	leave	10.49	Verb
155161	disappear	10.491	Verb
6261	flee	10.51	Verb
471020	follow	10.52	Verb
450119	pursue	10.53	Verb
5965	arrive	10.55	Verb
721097	approach	10.56	Verb
341348	enter	10.57	Verb
334831	go	10.58	Verb
1300468	return home	10.58	Verb
335263	carry	10.61	Verb
334503	bring	10.62	Verb
493075	send	10.63	Verb
471268	lead	10.64	Verb
340699	drive	10.65	Verb
1511006	ride	10.66	Verb
6068	push	10.67	Verb
3258	road	10.71	Noun
4382	path	10.72	Noun
433	bridge	10.74	Noun
1240424	cart	10.75	Noun
415600	wagon	10.75	Noun
335923	wheel	10.76	Noun
7167	axle	10.77	Noun
1031313	yoke	10.78	Noun
1511010	sledge	10.79	Noun
1043216	sled	10.79	Noun
3403	ship	10.81	Noun
7774	boat	10.83	Noun
911657	canoe	10.831	Noun
6853	raft	10.84	Noun
1478129	oar	10.85	Noun
1478129	paddle	10.851	Noun
7808	row	10.852	Verb
1192505	rudder	10.86	Noun
1393299	mast	10.87	Noun
1425	sail	10.88	Noun
806253	anchor	10.89	Noun
1717	port	10.91	Noun
846608	land	10.92	Verb
638652	accompany	10.99901	Verb
1511014	dip	10.99904	Verb
842597	pass	10.99906	Function word
1511017	step	10.99907	Verb
6530	wait	10.99908	Verb
344354	have	11.11	Verb
333811	own	11.12	Verb
7077	take	11.13	Verb
992756	grasp	11.14	Verb
6060	hold	11.15	Verb
5965	get	11.16	Verb
6163	keep	11.17	Verb
339816	thing	11.18	Noun
6059	give	11.21	Verb
1160012	give back	11.22	Verb
5818	preserve	11.24	Verb
963523	rescue	11.25	Verb
333618	destroy	11.27	Verb
1092621	injure	11.28	Verb
485920	damage	11.29	Verb
6142	look for	11.31	Verb
336790	find	11.32	Verb
6832	lose	11.33	Verb
476248	let go	11.34	Verb
6408	money	11.43	Noun
8052	coin	11.44	Noun
336015	rich	11.51	Adjective
6897	poor	11.52	Adjective
853288	beggar	11.53	Noun
719375	stingy	11.54	Adjective
159035	lend	11.61	Verb
7569	borrow	11.62	Verb
1511021	owe	11.63	Verb
843	debt	11.64	Noun
336535	pay	11.65	Verb
468867	bill	11.66	Noun
3714	tax	11.69	Noun
362921	hire	11.77	Verb
487077	wages	11.78	Noun
339161	earn	11.79	Verb
8061	buy	11.81	Verb
6439	sell	11.82	Verb
3812	trade	11.83	Verb
1511024	barter	11.83	Verb
470229	merchant	11.84	Noun
2276	market	11.85	Noun
3409	shop	11.86	Noun
341452	store	11.86	Noun
2959	price	11.87	Noun
6036	expensive	11.88	Adjective
8184	cheap	11.89	Adjective
374731	share	11.91	Verb
478489	weigh	11.92	Verb
1262281	for free	11.99901	Adverb
6378	card	11.99902	Noun
5611	gift	11.99903	Noun
435478	property	11.99904	Noun
400958	string instrument	11.99905	Noun
1381836	be worth	11.99906	Verb
6945	after	12.01	Function word
6945	behind	12.011	Function word
6077	in	12.012	Function word
6078	at	12.013	Function word
752575	beside	12.02	Function word
5797	down	12.03	Function word
8159	before	12.04	Function word
8160	in front of	12.041	Function word
6571	inside	12.05	Function word
342558	outside	12.06	Function word
6199	under	12.07	Function word
6531	up	12.08	Function word
7064	above	12.081	Function word
337267	place	12.11	Noun
429615	put	12.12	Verb
6022	sit	12.13	Verb
1425860	lie down	12.14	Verb
6053	stand	12.15	Verb
423795	remain	12.16	Verb
357288	remains	12.17	Noun
7643	gather	12.21	Verb
1511027	pick up	12.212	Verb
646056	pile up	12.213	Verb
7069	join	12.22	Verb
5883	separate	12.23	Verb
486237	divide	12.232	Verb
513017	open	12.24	Verb
448880	shut	12.25	Verb
342543	cover	12.26	Verb
161806	hide	12.27	Verb
5562	high	12.31	Adjective
336887	low	12.32	Adjective
709258	top	12.33	Noun
334481	bottom	12.34	Noun
340747	end	12.35	Noun
1511031	pointed	12.352	Adjective
366432	edge	12.353	Noun
333652	side	12.36	Noun
475332	middle	12.37	Noun
436024	right	12.41	Adjective
1499731	left	12.42	Adjective
869106	near	12.43	Adverb
5997	far	12.44	Adverb
8131	east	12.45	Noun
7537	west	12.46	Noun
6550	north	12.47	Noun
6542	south	12.48	Noun
154737	grow	12.53	Verb
626882	measure	12.54	Verb
1153477	fathom	12.541	Noun
5437	big	12.55	Adjective
5509	small	12.56	Adjective
5438	long	12.57	Adjective
335942	tall	12.58	Adjective
6746	short	12.59	Adjective
5502	wide	12.61	Adjective
5566	narrow	12.62	Adjective
5503	thick	12.63	Adjective
5990	thin	12.65	Adjective
6535	deep	12.67	Adjective
1404411	shallow	12.68	Adjective
6680	flat	12.71	Adjective
5994	straight	12.73	Adjective
1507521	crooked	12.74	Adjective
461013	hook	12.75	Noun
1404011	corner	12.76	Noun
5908	cross	12.77	Noun
3599	square	12.78	Noun
5984	round	12.81	Adjective
6135	circle	12.82	Noun
7785	ball	12.83	Noun
451773	line	12.84	Noun
6857	hole	12.85	Noun
6406	similar	12.92	Adjective
5547	change	12.93	Verb
520618	apart	12.99901	Function word
5646	back	12.99902	Adverb
5653	zero	13	Function word
6244	one	13.01	Function word
6248	two	13.02	Function word
156096	three	13.03	Function word
6253	four	13.04	Function word
156104	five	13.05	Function word
7003	six	13.06	Function word
7004	seven	13.07	Function word
7005	eight	13.08	Function word
6193	nine	13.09	Function word
6312	ten	13.1	Function word
7006	eleven	13.101	Function word
7007	twelve	13.102	Function word
7010	fifteen	13.103	Function word
7013	twenty	13.104	Function word
6685	a hundred	13.105	Function word
7755	a thousand	13.106	Function word
6026	count	13.107	Verb
1173416	all	13.14	Function word
5423	many	13.15	Function word
950694	more	13.16	Function word
5500	few	13.17	Function word
8158	enough	13.18	Function word
5499	some	13.181	Function word
993922	crowd	13.19	Noun
6040	full	13.21	Adjective
6659	empty	13.22	Adjective
345219	part	13.23	Noun
160850	piece	13.231	Noun
352085	half	13.24	Noun
6485	only	13.33	Function word
904382	alone	13.331	Adjective
338524	first	13.34	Function word
6337	last	13.35	Function word
5958	second	13.36	Function word
8187	pair	13.37	Noun
6389	twice	13.38	Function word
7979	third	13.42	Function word
904463	a little	13.99901	Function word
5496	each	13.99903	Function word
5496	every	13.99903	Function word
1279033	centigram	13.99904	Noun
339629	yard	13.99905	Noun
7017	thirty	13.99906	Function word
962533	fill	13.99907	Verb
1092173	substitute	13.99908	Function word
3779	time	14.11	Noun
73	age	14.12	Noun
73	new	14.13	Adjective
5445	young	14.14	Adjective
5482	old	14.15	Adjective
331892	early	14.16	Function word
154705	late	14.17	Function word
5936	now	14.18	Function word
904194	immediately	14.19	Function word
6672	fast	14.21	Adverb
335287	slow	14.22	Adverb
341511	hurry	14.23	Verb
154705	be late	14.24	Verb
7451	begin	14.25	Verb
6405	beginning	14.251	Noun
533044	last	14.252	Verb
340750	end	14.26	Noun
7146	finish	14.27	Verb
849510	cease	14.28	Verb
346236	ready	14.29	Adjective
6902	always	14.31	Function word
7834	often	14.32	Function word
6387	sometimes	14.33	Function word
335437	soon	14.331	Function word
6814	never	14.34	Function word
1412012	again	14.35	Function word
5477	day	14.41	Noun
5533	day	14.411	Noun
5486	night	14.42	Noun
338616	dawn	14.43	Noun
5840	morning	14.44	Noun
1026415	midday	14.45	Noun
7455	afternoon	14.451	Noun
6671	evening	14.46	Noun
5630	today	14.47	Function word
5808	tomorrow	14.48	Function word
528451	day after tomorrow	14.481	Function word
525186	yesterday	14.49	Function word
528467	day before yesterday	14.491	Function word
5874	hour	14.51	Noun
5790	clock	14.53	Noun
6145	week	14.61	Noun
6993	Sunday	14.62	Noun
6992	Monday	14.63	Noun
6991	Tuesday	14.64	Noun
6990	Wednesday	14.65	Noun
6989	Thursday	14.66	Noun
6988	Friday	14.67	Noun
6994	Saturday	14.68	Noun
5914	month	14.71	Noun
5478	year	14.73	Noun
6147	winter	14.74	Noun
6360	spring	14.75	Noun
5848	summer	14.76	Noun
5615	autumn	14.77	Noun
5615	fall	14.77	Noun
3345	season	14.78	Noun
1511035	Chinese New Year	14.99901	Noun
1511039	long ago	14.99902	Adverb
403368	New Year	14.99903	Noun
343420	period	14.99905	Noun
1511042	time	14.99906	Noun
6521	smell	15.21	Verb
1511046	sniff	15.212	Verb
6520	smell	15.22	Verb
1511050	fragrant	15.25	Adjective
1089734	stinking	15.26	Adjective
1051228	taste	15.31	Verb
336426	sweet	15.35	Adjective
475116	salty	15.36	Adjective
375671	bitter	15.37	Adjective
838324	sour	15.38	Adjective
1132622	brackish	15.39	Adjective
5999	hear	15.41	Verb
6576	listen	15.42	Verb
7469	sound	15.44	Noun
5290	noise	15.44	Noun
1511054	loud	15.45	Adjective
5759	quiet	15.46	Adjective
6003	see	15.51	Verb
7550	look	15.52	Verb
446099	show	15.55	Verb
335797	shine	15.56	Verb
333539	bright	15.57	Adjective
661	colour	15.61	Noun
661	color	15.61	Noun
1502678	light	15.62	Adjective
335607	dark	15.63	Adjective
5825	white	15.64	Adjective
1341728	black	15.65	Adjective
1333710	red	15.66	Adjective
357132	blue	15.67	Adjective
6032	green	15.68	Adjective
6031	yellow	15.69	Adjective
8232	touch	15.71	Verb
1511058	pinch	15.712	Verb
467089	feel	15.72	Verb
8173	hard	15.74	Adjective
7907	soft	15.75	Adjective
846773	rough	15.76	Adjective
5487	smooth	15.77	Adjective
5987	sharp	15.78	Adjective
1511061	blunt	15.79	Adjective
5451	heavy	15.81	Adjective
452743	light	15.82	Adjective
7027	wet	15.83	Adjective
5989	dry	15.84	Adjective
5637	hot	15.85	Adjective
5637	warm	15.851	Adjective
5639	cold	15.86	Adjective
335501	clean	15.87	Adjective
5483	dirty	15.88	Adjective
1511065	wrinkled	15.89	Adjective
6938	brown	15.99901	Adjective
1325782	grey	15.99902	Adjective
1384019	orange	15.99903	Adjective
158482	pink	15.99904	Adjective
155151	trace	15.99905	Noun
8416	violet	15.99906	Adjective
349815	soul	16.11	Noun
1107036	spirit	16.11	Noun
6444	surprised	16.15	Adjective
834474	astonished	16.15	Adjective
336810	good luck	16.18	Noun
1107818	bad luck	16.19	Noun
6246	happy	16.23	Adjective
5876	laugh	16.25	Verb
6067	smile	16.251	Verb
6010	play	16.26	Verb
395193	love	16.27	Verb
158442	kiss	16.29	Verb
395892	embrace	16.3	Verb
7257	pain	16.31	Noun
6858	grief	16.32	Noun
430287	anxiety	16.33	Noun
8110	regret	16.34	Verb
8110	be sorry	16.34	Verb
503503	pity	16.35	Noun
7709	cry	16.37	Verb
6805	tear	16.38	Noun
336417	groan	16.39	Verb
6573	hate	16.41	Verb
1156554	anger	16.42	Noun
1086952	envy	16.44	Noun
980918	jealousy	16.44	Noun
719675	shame	16.45	Noun
1374507	proud	16.48	Adjective
722783	dare	16.51	Verb
1016033	brave	16.52	Adjective
345325	fear	16.53	Noun
7456	danger	16.54	Noun
7258	want	16.62	Verb
7084	choose	16.622	Verb
475239	hope	16.63	Verb
1176245	faithful	16.65	Adjective
6816	TRUE	16.66	Adjective
161769	lie	16.67	Verb
1030671	deceit	16.68	Noun
6336	forgive	16.69	Verb
443659	good	16.71	Adjective
5650	bad	16.72	Adjective
7026	right	16.73	Adjective
5971	wrong	16.74	Adjective
1280872	fault	16.76	Noun
5651	mistake	16.77	Noun
1511068	blame	16.78	Noun
695465	praise	16.79	Noun
6037	beautiful	16.81	Adjective
639024	ugly	16.82	Adjective
983313	greedy	16.83	Adjective
5722	clever	16.84	Adjective
333350	better	16.99901	Adjective
714063	in vain	16.99902	Adverb
5587	thank you!	16.99903	Function word
1098484	evil	16.99904	Noun
1463209	mood	16.99905	Noun
335952	trouble	16.99906	Noun
823950	be ashamed	16.99907	Verb
6246	be glad	16.99908	Verb
1416804	complain	16.99909	Verb
1083905	enthuse	16.9991	Verb
1511072	look forward	16.99911	Verb
1093013	praise	16.99912	Verb
994062	voluptuous	16.99913	Adjective
8274	wild	16.99914	Adjective
1511076	worse	16.99915	Adjective
6418	mind	17.11	Noun
6021	think	17.13	Verb
6309	think	17.14	Verb
8203	believe	17.15	Verb
6356	understand	17.16	Verb
6004	know	17.17	Verb
8518	guess	17.171	Verb
1229900	imitate	17.172	Verb
6326	seem	17.18	Verb
6580	idea	17.19	Noun
334990	wise	17.21	Adjective
6322	stupid	17.22	Adjective
833779	mad	17.23	Adjective
157124	learn	17.24	Verb
8498	study	17.242	Verb
335855	teach	17.25	Verb
341470	pupil	17.26	Noun
445262	teacher	17.27	Noun
3320	school	17.28	Noun
335793	remember	17.31	Verb
6328	forget	17.32	Verb
425679	clear	17.34	Adjective
7140	obscure	17.35	Adjective
486825	secret	17.36	Adjective
157395	certain	17.37	Adjective
6661	explain	17.38	Verb
516310	intention	17.41	Noun
364159	cause	17.42	Noun
5716	doubt	17.43	Noun
7724	suspect	17.44	Verb
837839	betray	17.441	Verb
2497	need	17.45	Noun
333916	easy	17.46	Adjective
159359	difficult	17.47	Adjective
7471	try	17.48	Verb
155620	manner	17.49	Noun
6464	and	17.51	Function word
514093	because	17.52	Function word
6076	if	17.53	Function word
433943	or	17.54	Function word
5567	yes	17.55	Function word
5568	no	17.56	Function word
5494	how	17.61	Function word
353440	how many	17.62	Function word
158133	how much	17.63	Function word
5491	what	17.64	Function word
5493	when	17.65	Function word
5492	where	17.66	Function word
338269	which	17.67	Function word
5490	who	17.68	Function word
5572	why	17.69	Function word
441581	on purpose	17.99901	Adverb
334946	possibility	17.99902	Noun
6406	same	17.99903	Function word
1025845	scarcity	17.99904	Noun
481714	state	17.99905	Noun
8493	study	17.99906	Noun
6812	doubt	17.99907	Verb
5899	voice	18.11	Noun
5540	sing	18.12	Verb
336249	shout	18.13	Verb
1107650	whisper	18.15	Verb
1258410	mumble	18.16	Verb
440386	whistle	18.17	Verb
1508293	shriek	18.18	Verb
158088	howl	18.19	Verb
6656	speak	18.21	Verb
6656	talk	18.21	Verb
8041	stutter	18.211	Verb
8041	stammer	18.211	Verb
6075	say	18.22	Verb
701342	tell	18.221	Verb
4834	speech	18.222	Noun
1103280	be silent	18.23	Verb
5713	language	18.24	Noun
6551	word	18.26	Noun
5995	name	18.28	Noun
5717	ask	18.31	Verb
5610	answer	18.32	Verb
992946	admit	18.33	Verb
341655	deny	18.34	Verb
7621	ask	18.35	Verb
6898	promise	18.36	Verb
1103325	refuse	18.37	Verb
1157984	forbid	18.38	Verb
1508300	scold	18.39	Verb
470997	call	18.41	Verb
1378786	call	18.42	Verb
1024716	announce	18.43	Verb
539320	threaten	18.44	Verb
1176597	boast	18.45	Verb
6891	write	18.51	Verb
337421	read	18.52	Verb
2713	paper	18.56	Noun
347193	pen	18.57	Noun
417	book	18.61	Noun
448577	poet	18.67	Noun
344824	flute	18.71	Noun
386380	drum	18.72	Noun
401769	horn	18.73	Noun
344567	trumpet	18.73	Noun
1508303	rattle	18.74	Noun
377540	fairy tale	18.99901	Noun
639674	hieroglyph	18.99902	Noun
639710	hieroglyphics	18.99902	Noun
7971	joke	18.99903	Noun
1473788	poem	18.99904	Noun
1511080	upper case	18.99905	Noun
1511084	capital letter	18.99905	Noun
348995	violin	18.99906	Noun
918205	chat	18.99908	Verb
626707	greet	18.99909	Verb
413739	spell	18.9991	Verb
485242	thank	18.99911	Verb
5671	country	19.11	Noun
1162698	native country	19.12	Noun
5974	town	19.15	Noun
3968	village	19.16	Noun
432931	boundary	19.17	Noun
345923	people	19.21	Noun
1508311	clan	19.23	Noun
5663	walking stick	19.25	Noun
7797	rule	19.31	Verb
1511088	govern	19.31	Verb
6303	king	19.32	Noun
5708	queen	19.33	Noun
154801	noble	19.36	Noun
4418	citizen	19.37	Noun
1511091	master	19.41	Noun
350300	slave	19.42	Noun
1504891	servant	19.43	Noun
1511095	freeman	19.44	Noun
1077778	liberate	19.445	Verb
957698	command	19.45	Verb
493103	order	19.45	Verb
6686	obey	19.46	Verb
431335	permit	19.47	Verb
5793	friend	19.51	Noun
5882	enemy	19.52	Noun
5820	neighbour	19.54	Noun
346995	stranger	19.55	Noun
7254	guest	19.56	Noun
6588	invite	19.565	Verb
638743	host	19.57	Noun
830463	help	19.58	Verb
6391	prevent	19.59	Verb
6391	custom	19.61	Noun
7805	quarrel	19.62	Noun
996296	plot	19.63	Noun
7643	meet	19.65	Verb
658684	prostitute	19.72	Noun
798969	Arabia	19.99901	Noun
5776	Australia	19.99902	Noun
155279	China	19.99903	Noun
8347	Egypt	19.99904	Noun
6359	free	19.99905	Adjective
7958	Greece	19.99906	Noun
5733	India	19.99907	Noun
8426	Madagascar	19.99908	Noun
1006724	Rarotonga	19.99909	Noun
465294	Sir	19.9991	Function word
7965	Spain	19.99911	Noun
482476	Brazilian	19.99913	Noun
347504	certificate	19.99914	Noun
734148	Chinese person	19.99915	Noun
8068	European	19.99917	Noun
1226180	Creole	19.99918	Noun
356722	black person	19.99918	Noun
6049	fool	19.9992	Noun
5694	French person	19.99922	Noun
899362	hermit	19.99924	Noun
505901	hockey	19.99925	Noun
360349	layman	19.99926	Noun
335088	partner	19.99928	Noun
8202	policeman	19.9993	Noun
692473	power	19.99931	Noun
5974	settlement	19.99932	Noun
7843	socialism	19.99934	Noun
3592	sport	19.99935	Noun
5975	student	19.99936	Noun
158155	vote	19.99937	Noun
432997	ballot	19.99937	Noun
986514	commit a crime	19.99938	Verb
1241323	quarrel	19.9994	Verb
1511098	respect	19.99941	Verb
1343445	retire	19.99942	Verb
485497	say goodbye	19.99943	Verb
1006515	mate	19.99944	Noun
6030	fight	20.11	Verb
3990	war	20.13	Noun
158617	battle	20.13	Noun
5839	peace	20.14	Noun
6414	army	20.15	Noun
867170	soldier	20.17	Noun
4128	weapons	20.21	Noun
713958	club	20.22	Noun
1511102	battle-axe	20.222	Noun
1511106	sling	20.23	Noun
427040	bow	20.24	Noun
420887	arrow	20.25	Noun
408915	spear	20.26	Noun
6350	sword	20.27	Noun
6428	gun	20.28	Noun
454297	armour	20.31	Noun
691679	helmet	20.33	Noun
456348	shield	20.34	Noun
859332	fortress	20.35	Noun
6890	tower	20.36	Noun
345436	victory	20.41	Noun
345406	defeat	20.42	Noun
337168	attack	20.43	Noun
5818	defend	20.44	Verb
5818	retreat	20.45	Verb
699169	surrender	20.46	Verb
461214	captive	20.47	Noun
461201	prisoner	20.47	Noun
866813	guard	20.471	Noun
437280	booty	20.48	Noun
1117421	ambush	20.49	Noun
7928	fisherman	20.51	Noun
461552	fishhook	20.52	Noun
1048155	fishing line	20.53	Noun
1511110	fishnet	20.54	Noun
1511114	fish trap	20.55	Noun
978246	bait	20.56	Noun
6046	hunt	20.61	Verb
522875	shoot	20.62	Verb
1337987	miss	20.63	Verb
464297	trap	20.64	Noun
519501	trap	20.65	Verb
1511118	cutlass	20.99902	Noun
6164	force	20.99903	Noun
1511122	warship	20.99906	Noun
6561	attack	20.99907	Verb
1157951	fish	20.99908	Verb
367675	win	20.99909	Verb
4549	law	21.11	Noun
4578	court	21.15	Noun
754888	adjudicate	21.16	Verb
4571	judgment	21.17	Noun
365034	judge	21.18	Noun
992256	plaintiff	21.21	Noun
442442	defendant	21.22	Noun
506244	witness	21.23	Noun
866158	swear	21.24	Verb
701390	oath	21.25	Noun
751478	accuse	21.31	Verb
155122	condemn	21.32	Verb
422713	convict	21.33	Verb
424928	acquit	21.34	Verb
692374	guilty	21.35	Adjective
1162733	innocent	21.36	Adjective
541549	penalty	21.37	Noun
1511126	punishment	21.37	Noun
1444	fine	21.38	Noun
5623	prison	21.39	Noun
359371	murder	21.42	Noun
383985	adultery	21.43	Noun
413697	rape	21.44	Noun
819524	arson	21.46	Noun
7328	perjury	21.47	Noun
336072	steal	21.51	Verb
515549	thief	21.52	Noun
350379	lawyer	21.99901	Noun
1511130	verdict	21.99902	Noun
3175	religion	22.11	Noun
871639	god	22.12	Noun
388190	temple	22.13	Noun
587	church	22.131	Noun
6563	mosque	22.132	Noun
361044	altar	22.14	Noun
479450	sacrifice	22.15	Noun
1505545	worship	22.16	Verb
1056622	pray	22.17	Verb
360238	priest	22.18	Noun
700133	holy	22.19	Adjective
1509379	preach	22.22	Verb
1511134	bless	22.23	Verb
1023517	curse	22.24	Verb
1508616	fast	22.26	Verb
6426	heaven	22.31	Noun
372550	hell	22.32	Noun
915102	demon	22.35	Noun
871642	idol	22.37	Noun
1511137	magic	22.42	Noun
353553	sorcerer	22.43	Noun
353642	witch	22.43	Noun
502976	fairy	22.44	Noun
444093	elf	22.44	Noun
525317	ghost	22.45	Noun
1192008	omen	22.47	Noun
1511141	circumcision	22.5	Noun
872499	initiation ceremony	22.51	Noun
1171138	Christ	22.99901	Noun
397467	Christmas	22.99902	Noun
472531	Easter	22.99903	Noun
360303	bishop	22.99904	Noun
159253	funeral	22.99905	Noun
5833	holiday	22.99906	Noun
863202	hymn	22.99907	Noun
1190083	lent	22.99908	Noun
799106	Muslim	22.99909	Noun
426642	rosary	22.9991	Noun
1511147	shaman	22.99911	Noun
5767	radio	23.1	Noun
7295	television	23.11	Noun
5945	telephone	23.12	Noun
341	bicycle	23.13	Noun
2414	motorcycle	23.135	Noun
482	car	23.14	Noun
461	bus	23.15	Noun
3834	train	23.155	Noun
6549	airplane	23.16	Noun
1109	electricity	23.17	Noun
318	battery	23.175	Noun
418778	brake	23.18	Verb
1200	motor	23.185	Noun
1309356	machine	23.19	Noun
2761	petroleum	23.195	Noun
1782	hospital	23.2	Noun
479578	nurse	23.21	Noun
1511151	pill	23.22	Noun
1511154	tablet	23.22	Noun
743982	injection	23.23	Noun
8320	spectacles	23.24	Noun
8320	glasses	23.24	Noun
351462	government	23.3	Noun
381596	president	23.31	Noun
155405	minister	23.32	Noun
2852	police	23.33	Noun
161564	driver's license	23.34	Noun
730404	license plate	23.35	Noun
1511158	birth certificate	23.36	Noun
4568	crime	23.37	Noun
1488304	election	23.38	Noun
160397	address	23.385	Noun
5877	number	23.39	Noun
5895	street	23.395	Noun
1366616	post	23.4	Noun
1366616	mail	23.4	Noun
161415	postage stamp	23.41	Noun
6590	letter	23.42	Noun
624787	postcard	23.43	Noun
5632	bank	23.44	Noun
622752	tap	23.5	Noun
622752	faucet	23.5	Noun
389091	sink	23.51	Noun
1444087	toilet	23.52	Noun
1188104	mattress	23.53	Noun
6493	tin	23.54	Noun
452618	can	23.54	Noun
741510	screw	23.55	Noun
356932	screwdriver	23.555	Noun
5783	bottle	23.56	Noun
371969	candy	23.565	Noun
371969	sweets	23.565	Noun
2840	plastic	23.57	Noun
7437	bomb	23.575	Noun
691207	workshop	23.58	Noun
419443	cigarette	23.59	Noun
5668	newspaper	23.6	Noun
909821	calendar	23.61	Noun
1431	film	23.62	Noun
1431	movie	23.62	Noun
2445	music	23.63	Noun
476597	song	23.64	Noun
5927	tea	23.9	Noun
