147	KEPT	THE ANCESTORS	ancestors	2.56	the ancestors	Noun	Kinship	0.28	0.80	0.70	43	-
148	KEPT	THE DESCENDANTS	descendants	2.57	the descendants	Noun	Kinship	0.35	0.82	0.70	45	-
149	KEPT	THE FATHER-IN-LAW (OF A MAN)	father-in-law	2.61	the father-in-law (of a man)	Noun	Kinship	0.13	0.83	0.73	43	-
150	KEPT	THE FATHER-IN-LAW (OF A WOMAN)	father-in-law	2.611	the father-in-law (of a woman)	Noun	Kinship	0.17	0.79	0.76	42	-
151	KEPT	THE MOTHER-IN-LAW (OF A MAN)	mother-in-law	2.62	the mother-in-law (of a man)	Noun	Kinship	0.12	0.80	0.72	44	-
152	KEPT	THE MOTHER-IN-LAW (OF A WOMAN)	mother-in-law	2.621	the mother-in-law (of a woman)	Noun	Kinship	0.19	0.83	0.75	43	-
153	KEPT	THE PARENTS-IN-LAW	parents-in-law	2.622	the parents-in-law	Noun	Kinship	0.11	0.89	0.72	30	-
154	KEPT	THE SON-IN-LAW (OF A MAN)	son-in-law	2.63	the son-in-law (of a man)	Noun	Kinship	0.20	0.85	0.85	43	-
155	KEPT	THE SON-IN-LAW (OF A WOMAN)	son-in-law	2.631	the son-in-law (of a woman)	Noun	Kinship	0.22	0.83	0.86	41	-
156	KEPT	THE DAUGHTER-IN-LAW (OF A MAN)	daughter-in-law	2.64	the daughter-in-law (of a man)	Noun	Kinship	0.09	0.85	0.80	42	-
157	KEPT	THE DAUGTHER-IN-LAW (OF A WOMAN)	daugther-in-law	2.641	the daughter-in-law (of a woman)	Noun	Kinship	0.11	0.88	0.82	41	-
158	KEPT	THE CHILD-IN-LAW	child-in-law	2.6411	the child-in-law	Noun	Kinship	0.04	0.92	0.80	26	-
159	KEPT	THE SIBLING-IN-LAW	sibling-in-law	2.6412	the sibling-in-law	Noun	Kinship	0.12	0.91	0.85	45	-
160	KEPT	THE STEPFATHER	stepfather	2.71	the stepfather	Noun	Kinship	0.12	0.83	0.58	46	-
161	KEPT	THE STEPMOTHER	stepmother	2.72	the stepmother	Noun	Kinship	0.14	0.83	0.59	45	-
162	KEPT	THE STEPSON	stepson	2.73	the stepson	Noun	Kinship	0.07	0.79	0.60	38	-
163	KEPT	THE STEPDAUGHTER	stepdaughter	2.74	the stepdaughter	Noun	Kinship	0.10	0.82	0.60	37	-
164	KEPT	THE ORPHAN	orphan	2.75	the orphan	Noun	Kinship	0.23	0.82	0.88	43	-
165	KEPT	THE WIDOW	widow	2.76	the widow	Noun	Kinship	0.27	0.86	0.74	44	-
166	KEPT	THE WIDOWER	widower	2.77	the widower	Noun	Kinship	0.21	0.83	0.72	38	-
167	KEPT	THE RELATIVES	relatives	2.81	the relatives	Noun	Kinship	0.40	0.83	0.84	51	-
168	KEPT	THE FAMILY	family	2.82	the family	Noun	Kinship	0.42	0.84	0.86	48	-
169	KEPT	I	I	2.91	I	Function word	Kinship	0.03	0.88	0.94	59	-
170	KEPT	THOU	thou	2.92	you (singular)	Function word	Kinship	0.04	0.84	0.93	60	-
171	SPLIT	HE/SHE/IT (3RD PERSON MARKER)	he/she/it	2.93	he/she/it	Function word	Kinship	0.00	0.81	0.96	49	he/she
172	KEPT	HE	he	2.931	he	Function word	Kinship	0.06	0.92	0.97	39	-
173	KEPT	SHE	she	2.932	she	Function word	Kinship	0.05	0.89	0.93	40	-
174	KEPT	IT	it	2.933	it	Function word	Kinship	0.03	0.88	0.91	30	-
175	KEPT	WE	we	2.94	we	Function word	Kinship	0.01	0.90	0.88	39	-
176	KEPT	WE (INCLUSIVE)	we	2.941	we (inclusive)	Function word	Kinship	0.00	0.77	0.77	39	-
177	KEPT	WE (EXCLUSIVE)	we	2.942	we (exclusive)	Function word	Kinship	0.00	0.72	0.78	40	-
178	KEPT	YOU	you	2.95	you (plural)	Function word	Kinship	0.04	0.79	0.81	53	-
179	KEPT	THEY	they	2.96	they	Function word	Kinship	0.07	0.80	0.80	49	-
180	KEPT	STEP-	step-	2.99902	step-	Adjective	Kinship	1.00	0.90	1.00	1	-
181	KEPT	THE CO-FATHER-IN-LAW	co-father-in-law	2.99903	the co-father-in-law	Noun	Kinship	1.00	0.95	1.00	2	-
182	KEPT	THE CO-MOTHER-IN-LAW	co-mother-in-law	2.99904	the co-mother-in-law	Noun	Kinship	0.50	0.95	0.75	2	-
183	KEPT	THE FATHER-IN-LAW	father-in-law	2.99905	the father-in-law	Noun	Kinship	1.00	0.90	0.50	1	-
184	KEPT	THE GERMAN	German	2.99906	the German	Noun	Kinship	1.00	1.00	1.00	1	-
185	KEPT	THE HUNGARIAN	Hungarian	2.99907	the Hungarian	Noun	Kinship	1.00	1.00	1.00	1	-
186	KEPT	THE LOVER	lover	2.99908	the lover	Noun	Kinship	0.00	1.00	0.75	2	-
187	KEPT	THE MOTHER-IN-LAW	mother-in-law	2.99909	the mother-in-law	Noun	Kinship	1.00	0.90	0.50	1	-
188	KEPT	THE NON-GYPSY	non-Gypsy	2.9991	the non-Gypsy	Noun	Kinship	0.25	1.00	0.88	4	-
189	KEPT	THE PARENT’S ELDER BROTHER	parent’s elder brother	2.99911	the parent’s elder brother	Noun	Kinship	0.00	0.50	1.00	1	-
190	KEPT	THE PARENT’S ELDER SISTER	parent’s elder sister	2.99912	the parent’s elder sister	Noun	Kinship	0.00	0.50	1.00	1	-
191	KEPT	THE PARENT’S YOUNGER BROTHER	parent’s younger brother	2.99913	the parent’s younger brother	Noun	Kinship	0.50	1.00	1.00	1	-
192	KEPT	THE PARENT’S YOUNGER SISTER	parent’s younger sister	2.99914	the parent’s younger sister	Noun	Kinship	0.50	0.50	1.00	1	-
193	KEPT	THE SLOVAK	Slovak	2.99915	the Slovak	Noun	Kinship	1.00	1.00	1.00	1	-
194	KEPT	THE SPOUSE	spouse	2.99916	the spouse	Noun	Kinship	1.00	0.90	1.00	1	-
195	KEPT	THE STEPCHILD	stepchild	2.99917	the stepchild	Noun	Kinship	0.00	0.75	0.50	2	-
196	KEPT	THE VLAX GYPSY	Vlax Gypsy	2.99918	the Vlax Gypsy	Noun	Kinship	1.00	1.00	1.00	1	-
197	KEPT	THE ANIMAL	animal	3.11	the animal	Noun	Animals	0.46	0.83	0.90	50	-
198	KEPT	MALE (OF ANIMALS)	male	3.12	male(2)	Adjective	Animals	0.17	0.93	0.88	48	-
199	KEPT	FEMALE (OF ANIMALS)	female	3.13	female(2)	Adjective	Animals	0.12	0.90	0.89	44	-
200	KEPT	THE LIVESTOCK	livestock	3.15	the livestock	Noun	Animals	0.28	0.82	0.78	45	-
201	KEPT	THE PASTURE	pasture	3.16	the pasture	Noun	Animals	0.36	0.82	0.84	43	-
202	KEPT	THE HERDSMAN	herdsman	3.18	the herdsman	Noun	Animals	0.21	0.82	0.67	39	-
203	SPLIT	THE STABLE	stable	3.19	the stable or stall	Noun	Animals	0.25	0.83	0.86	47	-
204	SPLIT	THE STALL	stall	3.19	the stable or stall	Noun	Animals	0.25	0.83	0.86	47	-
205	KEPT	THE CATTLE	cattle	3.2	the cattle	Noun	Animals	0.32	0.85	0.84	36	-
206	KEPT	THE BULL	bull	3.21	the bull	Noun	Animals	0.31	0.85	0.84	44	-
207	KEPT	THE OX	ox	3.22	the ox	Noun	Animals	0.49	0.87	0.91	36	-
208	KEPT	THE COW	cow	3.23	the cow	Noun	Animals	0.30	0.84	0.86	41	-
209	KEPT	THE CALF	calf	3.24	the calf	Noun	Animals	0.21	0.88	0.76	45	-
210	KEPT	THE SHEEP	sheep	3.25	the sheep	Noun	Animals	0.43	0.90	0.96	42	-
211	KEPT	THE RAM	ram	3.26	the ram	Noun	Animals	0.19	0.86	0.83	34	-
212	KEPT	THE EWE	ewe	3.28	the ewe	Noun	Animals	0.09	0.84	0.73	29	-
213	KEPT	THE LAMB	lamb	3.29	the lamb	Noun	Animals	0.20	0.81	0.74	43	-
214	KEPT	THE BOAR	boar	3.32	the boar	Noun	Animals	0.23	0.85	0.80	39	-
215	KEPT	THE SOW	sow	3.34	the sow	Noun	Animals	0.14	0.87	0.68	28	-
216	KEPT	THE PIG	pig	3.35	the pig	Noun	Animals	0.30	0.85	0.90	51	-
217	KEPT	THE GOAT	goat	3.36	the goat	Noun	Animals	0.37	0.87	0.96	43	-
218	KEPT	THE HE-GOAT	he-goat	3.37	the he-goat	Noun	Animals	0.28	0.85	0.79	31	-
219	KEPT	THE KID	kid	3.38	the kid	Noun	Animals	0.12	0.83	0.62	35	-
220	KEPT	THE HORSE	horse	3.41	the horse	Noun	Animals	0.57	0.86	0.99	47	-
221	KEPT	THE STALLION	stallion	3.42	the stallion	Noun	Animals	0.31	0.84	0.74	40	-
222	KEPT	THE MARE	mare	3.44	the mare	Noun	Animals	0.27	0.85	0.74	35	-
223	SPLIT	THE FOAL	foal	3.45	the foal or colt	Noun	Animals	0.21	0.86	0.76	40	-
224	SPLIT	THE COLT	colt	3.45	the foal or colt	Noun	Animals	0.21	0.86	0.76	40	-
225	KEPT	THE DONKEY	donkey	3.46	the donkey	Noun	Animals	0.63	0.83	0.94	41	-
226	KEPT	THE MULE	mule	3.47	the mule	Noun	Animals	0.69	0.85	0.88	33	-
227	KEPT	THE FOWL	fowl	3.5	the fowl	Noun	Animals	0.15	0.82	0.75	32	-
228	SPLIT	THE COCK	cock	3.52	the cock/rooster	Noun	Animals	0.30	0.84	0.75	41	-
229	SPLIT	THE ROOSTER	rooster	3.52	the cock/rooster	Noun	Animals	0.30	0.84	0.75	41	-
230	KEPT	THE HEN	hen	3.54	the hen	Noun	Animals	0.13	0.89	0.75	41	-
231	KEPT	THE CHICKEN	chicken	3.55	the chicken	Noun	Animals	0.37	0.89	0.92	39	-
232	KEPT	THE GOOSE	goose	3.56	the goose	Noun	Animals	0.47	0.88	0.95	37	-
233	KEPT	THE DUCK	duck	3.57	the duck	Noun	Animals	0.46	0.86	0.93	46	-
234	KEPT	THE NEST	nest	3.58	the nest	Noun	Animals	0.12	0.88	0.90	43	-
235	KEPT	THE BIRD	bird	3.581	the bird	Noun	Animals	0.16	0.80	0.96	48	-
236	KEPT	THE SEAGULL	seagull	3.582	the seagull	Noun	Animals	0.21	0.76	0.91	25	-
237	KEPT	THE HERON	heron	3.583	the heron	Noun	Animals	0.20	0.80	0.91	38	-
238	KEPT	THE EAGLE	eagle	3.584	the eagle	Noun	Animals	0.25	0.85	0.95	45	-
239	KEPT	THE HAWK	hawk	3.585	the hawk	Noun	Animals	0.16	0.82	0.94	50	-
240	KEPT	THE VULTURE	vulture	3.586	the vulture	Noun	Animals	0.11	0.81	0.93	35	-
241	KEPT	THE BAT	bat	3.591	the bat	Noun	Animals	0.22	0.82	0.90	46	-
242	KEPT	THE PARROT	parrot	3.592	the parrot	Noun	Animals	0.50	0.82	0.93	44	-
243	KEPT	THE CROW	crow	3.593	the crow	Noun	Animals	0.14	0.83	0.96	39	-
244	KEPT	THE DOVE	dove	3.594	the dove	Noun	Animals	0.26	0.86	0.94	39	-
245	KEPT	THE OWL	owl	3.596	the owl	Noun	Animals	0.15	0.81	0.93	57	-
246	KEPT	THE CORMORANT	cormorant	3.597	the cormorant	Noun	Animals	0.36	0.81	0.92	19	-
