1	ashes	260	ashes
2	belly	472	belly
3	big	514	big
4	bird	527	bird
5	black	541	black
6	breast	687	breast
7	cloud	1077	cloud
8	cold	1118	cold
9	come (V)	1136	come
10	drink	1833	drink
11	dry	1857	dry
12	earth	1905	earth
13	eat (V)	1915	eat
14	far	2216	far
15	fat	2760	fat n.
15	grease	2231	fat n.
16	fly (V)	2433	fly v.
17	foot	2458	foot
18	good	2724	good
19	green	2766	green
20	hair	2838	hair
21	head	2928	head
22	hear (V)	2939	hear
23	heart	2940	heart
24	heavy	2951	heavy
25	kill (V)	3382	kill
26	knee	3400	knee
27	leaf	3493	leaf
28	liver	3613	liver
29	long	3639	long
30	man	3747	man
31	many	3759	many
32	meat	3824	meat
33	mountain	3963	mountain
34	mouth	3968	mouth
35	near	4039	near
36	neck	4046	neck
37	night	4082	night
38	not	4105	not
39	person	4437	person
40	rain	4856	rain
41	red	4932	red
42	road	5116	road
43	root	5152	root
44	round	5168	round
45	sand	5245	sand
46	say (V)	5267	say
47	see (V)	5347	see
48	short	5476	short
49	sit (V)	5570	sit
50	skin	5585	skin
51	sleep	5608	sleep
52	small	5644	small
53	smoke	5658	smoke
54	snake	5667	snake
55	stand	5880	stand
56	star	5883	star
57	swim (V)	6160	swim
58	that	6292	that
59	thin	6318	thin
60	walk (V)	6758	walk (go)
60	go (V)	2688	walk (go)
61	white	6880	white
62	woman	6965	woman
63	worm	6982	worm
64	year	7019	year
65	yellow	7023	yellow
